KEY_CODE,T000609001,T000609002,T000609003,T000609004
523800872,65,34,31,18
523800873,140,71,69,46
523800874,75,33,42,24
523800881,133,67,66,34
523800882,169,88,81,41
523800891,126,54,72,31
523800893,48,27,21,12
523800924,134,63,71,44
523800931,134,69,65,43
523800932,17,7,10,6
523800933,262,138,124,93
523800934,213,107,106,59
523800941,56,21,35,14
523800942,131,76,55,38
523800943,161,82,79,46
523800944,7,4,3,5
523800951,14,5,9,4
523800952,102,41,61,27
523800954,8,5,3,3
523800961,532,268,264,179
523800962,797,420,377,332
523800963,409,226,183,156
523800964,1147,595,552,440
523800971,196,109,87,76
523800972,289,135,154,97
523800973,630,353,277,286
523800974,169,90,79,83
523800981,5,2,3,2
523800982,80,42,38,20
523800984,108,54,54,31
523800991,44,22,22,11
523800993,19,7,12,5
523801001,91,49,42,27
523801002,23,13,10,5
523801003,3,2,1,1
523801004,34,16,18,9
523801011,90,47,43,23
523801012,121,66,55,34
523801013,57,33,24,16
523801014,78,38,40,25
523801021,62,27,35,18
523801022,54,21,33,13
523801023,14,7,7,5
523801024,74,42,32,21
523801031,86,46,40,24
523801032,22,10,12,6
523801033,30,13,17,7
523801034,154,75,79,40
523801041,39,19,20,9
523801043,29,18,11,9
523801051,185,92,93,56
523801052,142,78,64,43
523801053,123,63,60,30
523801054,526,253,273,158
523801101,66,28,38,14
523801102,13,6,7,2
523801103,8,5,3,3
523801111,41,19,22,7
523801112,39,21,18,11
523801114,14,6,8,5
523801121,4,3,1,1
523801122,27,13,14,7
523801131,50,30,20,14
523801132,47,25,22,12
523801134,101,55,46,23
523801141,62,32,30,19
523801143,56,26,30,15
523801151,152,75,77,44
523801152,910,461,449,320
523801153,411,192,219,146
523801154,1069,527,542,357
523801161,2,1,1,2
523801163,369,181,188,129
523801203,65,35,30,15
523801212,8,3,5,2
523801213,35,17,18,8
523801214,6,2,4,2
523801221,4,1,3,1
523801222,3,2,1,1
523801223,90,46,44,22
523801224,74,38,36,18
523801231,17,7,10,3
523801233,93,50,43,21
523801234,69,37,32,16
523801242,39,20,19,15
523801243,25,12,13,6
523801244,31,13,18,6
523801251,676,324,352,240
523801252,858,414,444,318
523801253,721,357,364,233
523801254,897,454,443,352
523801261,933,458,475,305
523801263,575,282,293,184
523801264,99,50,49,30
523801301,3,1,2,2
523801302,2,1,1,1
523801303,17,6,11,4
523801304,1,0,1,1
523801311,32,18,14,7
523801312,64,33,31,15
523801313,92,44,48,25
523801314,143,68,75,34
523801321,136,62,74,34
523801322,3,2,1,1
523801323,21,11,10,6
523801324,39,20,19,10
523801331,24,12,12,7
523801332,31,16,15,6
523801333,119,57,62,35
523801334,161,80,81,45
523801341,48,23,25,14
523801342,81,37,44,17
523801343,277,118,159,61
523801344,140,76,64,46
523801351,510,258,252,193
523801352,320,172,148,122
523801353,734,381,353,249
523801354,202,125,77,99
523801361,104,42,62,20
523801362,331,140,191,84
523801363,50,24,26,14
523801364,120,62,58,41
523801401,5,2,3,1
523801403,67,60,7,56
523801404,27,15,12,8
523801411,21,9,12,4
523801412,63,29,34,13
523801413,48,25,23,12
523801414,6,3,3,2
523801421,11,6,5,2
523801422,81,41,40,22
523801424,1,1,0,1
523801431,69,35,34,19
523801432,66,31,35,22
523801433,19,11,8,8
523801434,52,30,22,16
523801441,70,35,35,21
523801442,150,64,86,44
523801443,36,21,15,10
523801444,174,80,94,54
523801451,254,132,122,81
523801452,208,108,100,62
523801453,135,65,70,42
523801454,11,6,5,4
523801461,20,13,7,6
523801462,82,39,43,31
523801464,84,39,45,25
523801471,4,2,2,1
523801473,61,31,30,16
523801501,162,78,84,44
523801502,23,11,12,6
523801503,12,8,4,4
523801504,6,2,4,1
523801511,9,6,3,3
523801512,38,22,16,8
523801514,4,2,2,1
523801524,4,2,2,1
523801532,90,45,45,24
523801533,113,60,53,29
523801534,68,30,38,20
523801541,124,55,69,34
523801542,144,85,59,58
523801543,279,128,151,94
523801544,248,130,118,84
523801551,21,11,10,8
523801562,16,7,9,5
523801563,27,14,13,6
523801571,113,57,56,31
523801573,220,99,121,70
523801604,25,12,13,5
523801611,5,3,2,1
523801613,25,12,13,6
523801622,24,11,13,7
523801624,65,30,35,19
523801631,79,39,40,19
523801632,53,22,31,12
523801633,40,17,23,8
523801641,79,40,39,21
523801642,145,71,74,43
523801643,107,55,52,23
523801644,66,28,38,31
523801651,4,1,3,4
523801653,3,1,2,1
523801661,30,13,17,8
523801662,59,10,49,1
523801671,130,66,64,39
523801673,309,149,160,73
523801674,18,8,10,8
523801701,28,15,13,5
523801702,19,8,11,4
523801704,9,5,4,4
523801711,84,44,40,17
523801713,97,47,50,24
523801722,24,12,12,6
523801724,180,81,99,48
523801731,8,5,3,2
523801732,3,2,1,1
523801733,18,11,7,13
523801741,8,3,5,2
523801742,76,37,39,20
523801743,13,8,5,4
523801744,76,39,37,17
523801751,28,16,12,12
523801753,19,8,11,5
523801754,43,23,20,11
523801764,9,6,3,2
523801771,328,166,162,96
523801772,290,150,140,79
523801773,443,184,259,111
523801774,949,470,479,317
523801783,296,160,136,139
523801784,6,3,3,3
523801804,30,17,13,8
523801811,73,35,38,17
523801813,69,29,40,17
523801821,51,9,42,1
523801822,88,39,49,26
523801824,112,56,56,28
523801831,34,13,21,7
523801833,26,13,13,8
523801841,77,36,41,21
523801842,10,2,8,3
523801843,46,26,20,10
523801851,52,27,25,14
523801852,13,7,6,5
523801862,69,34,35,19
523801863,32,18,14,10
523801864,124,58,66,33
523801871,394,214,180,169
523801872,1216,576,640,382
523801873,595,294,301,202
523801874,705,331,374,245
523801881,622,317,305,235
523801882,136,81,55,61
523801883,966,474,492,317
523801884,301,149,152,99
523801901,3,2,1,1
523801902,67,34,33,16
523801903,50,25,25,10
523801904,149,70,79,37
523801911,87,43,44,21
523801912,30,14,16,7
523801913,17,7,10,5
523801921,204,101,103,55
523801922,27,10,17,6
523801923,8,1,7,3
523801934,77,36,41,18
523801943,23,12,11,7
523801954,13,4,9,2
523801961,119,59,60,29
523801962,179,89,90,60
523801963,141,74,67,34
523801964,66,28,38,20
523801971,50,27,23,16
523801972,467,219,248,151
523801973,154,71,83,48
523801974,77,47,30,37
523801981,1073,480,593,368
523801982,1052,546,506,382
523801983,490,220,270,178
523801984,1087,533,554,375
523801991,52,26,26,27
523801992,81,43,38,33
523801993,574,279,295,184
523801994,664,378,286,304
523802901,7,4,3,7
523802903,288,148,140,122
523802904,97,42,55,33
523805692,121,62,59,43
523805693,1,0,1,1
523805694,182,86,96,60
523805791,7,3,4,4
523805792,70,33,37,23
523806022,168,86,82,79
523806023,4,3,1,2
523806024,29,16,13,14
523806031,35,16,19,16
523806033,67,27,40,30
523806052,18,8,10,10
523806061,27,12,15,11
523806062,47,20,27,16
523806064,51,22,29,24
523806071,65,29,36,31
523806072,37,20,17,15
523806073,55,27,28,22
523806074,9,4,5,3
523806081,16,7,9,7
523806083,42,20,22,17
523806084,16,8,8,6
523806091,9,6,3,5
523806092,2,1,1,1
523806093,8,4,4,3
523806094,80,35,45,30
523806114,3,2,1,2
523806121,30,13,17,16
523806123,4,2,2,2
523806154,39,16,23,12
523806161,72,33,39,25
523806162,39,21,18,13
523806163,49,25,24,21
523806172,31,18,13,9
523806174,6,2,4,2
523806181,23,13,10,8
523806182,62,32,30,26
523806183,9,5,4,4
523806184,24,14,10,9
523806192,15,7,8,6
523806194,21,12,9,11
523806204,8,6,2,2
523806211,43,22,21,15
523806213,171,80,91,59
523806214,1,1,0,1
523806221,41,22,19,18
523806222,2,1,1,1
523806224,3,2,1,2
523806231,14,8,6,7
523806233,16,9,7,6
523806234,6,3,3,3
523806241,32,18,14,15
523806242,51,22,29,22
523806243,8,1,7,4
523806251,62,26,36,20
523806252,25,13,12,13
523806261,54,22,32,22
523806262,7,4,3,3
523806263,34,19,15,15
523806264,10,4,6,4
523806273,8,4,4,5
523806292,7,5,2,3
523806294,4,2,2,1
523806302,1,1,0,1
523806304,1,1,0,1
523806311,27,14,13,12
523806312,8,4,4,2
523806314,9,5,4,4
523806321,10,4,6,4
523806323,4,2,2,3
523806331,43,24,19,20
523806332,17,10,7,6
523806333,2,1,1,1
523806371,4,2,2,2
523806404,4,2,2,2
523806411,13,6,7,6
523806412,37,17,20,16
523806413,3,2,1,2
523806414,11,8,3,5
523806421,20,11,9,11
523806422,12,5,7,6
523806423,4,2,2,1
523806431,4,2,2,2
523806593,11,4,7,4
523806601,2,1,1,1
523806602,2,1,1,1
523806604,27,13,14,8
523806624,3,2,1,1
523806631,9,4,5,5
523806632,6,3,3,3
523806643,32,14,18,14
523806644,9,4,5,4
523806691,27,13,14,11
523806692,43,17,26,18
523806694,60,28,32,19
523806702,78,36,42,30
523806703,59,22,37,24
523806704,73,29,44,34
523806723,26,13,13,10
523806724,10,4,6,3
523806732,25,12,13,8
523806733,72,35,37,28
523806734,101,46,55,39
523806741,82,37,45,29
523806742,22,11,11,9
523806743,5,3,2,3
523806784,6,3,3,1
523806792,13,6,7,4
523806793,46,29,17,2
523806802,123,54,69,47
523806804,96,46,50,43
523806811,30,14,16,12
523806813,10,4,6,5
523806821,155,78,77,57
523806822,191,88,103,75
523806823,57,24,33,17
523806824,29,14,15,13
523806831,147,67,80,47
523806832,31,15,16,13
523806864,7,2,5,3
523806873,88,44,44,35
523806912,62,28,34,29
523806914,283,131,152,110
523806921,5,2,3,3
523806922,4,2,2,1
523806923,150,72,78,65
523806924,38,21,17,17
523806933,45,25,20,24
523806934,16,8,8,5
523807001,12,7,5,5
523807002,62,27,35,25
523807003,1,1,0,1
523807004,31,16,15,11
523807011,33,18,15,17
523807012,232,134,98,2
523807013,6,3,3,2
523807021,10,5,5,4
523807022,270,126,144,110
523807023,34,17,17,12
523807024,69,38,31,36
523807031,67,39,28,32
523807032,1,1,0,1
523807033,119,36,83,32
523807041,44,26,18,28
523807042,286,138,148,105
523807043,51,22,29,24
523807044,1121,573,548,502
523807051,116,57,59,52
523807052,22,10,12,9
523807053,1124,489,635,528
523807054,599,277,322,286
523807062,46,22,24,14
523807064,39,21,18,15
523807071,92,50,42,47
523807072,35,20,15,22
523807073,289,139,150,127
523807074,303,135,168,113
523807101,1,0,1,1
523807103,27,14,13,12
523807104,14,7,7,3
523807111,33,18,15,8
523807112,79,40,39,27
523807113,23,12,11,8
523807114,13,8,5,3
523807121,269,139,130,98
523807122,308,159,149,123
523807123,42,23,19,14
523807124,59,29,30,17
523807131,166,81,85,68
523807132,285,144,141,115
523807133,15,7,8,9
523807134,72,35,37,30
523807141,208,112,96,98
523807142,376,182,194,173
523807143,517,252,265,205
523807144,51,22,29,21
523807151,505,231,274,241
523807152,888,425,463,443
523807153,440,208,232,206
523807154,828,403,425,429
523807161,12,6,6,7
523807162,414,210,204,196
523807163,5,2,3,4
523807171,428,151,277,99
523807172,92,41,51,41
523807173,20,7,13,12
523807174,109,55,54,46
523807183,47,26,21,18
523807201,32,14,18,17
523807202,6,4,2,2
523807203,5,2,3,3
523807211,18,11,7,5
523807214,110,51,59,63
523807223,16,9,7,10
523807251,633,299,334,270
523807252,539,259,280,282
523807253,726,354,372,335
523807254,537,268,269,244
523807261,185,90,95,91
523807264,24,11,13,10
523807271,37,18,19,16
523807272,101,46,55,38
523807273,147,70,77,63
523807274,90,38,52,36
523807281,4,2,2,2
523807314,12,7,5,9
523807321,1,0,1,1
523807322,10,3,7,5
523807324,22,12,10,12
523807333,70,35,35,25
523807334,177,87,90,66
523807342,122,58,64,63
523807343,565,260,305,253
523807344,383,188,195,187
523807351,266,145,121,144
523807353,184,82,102,84
523807354,3,2,1,1
523807371,156,74,82,65
523807372,429,201,228,148
523807373,6,3,3,3
523807374,241,113,128,108
523807422,36,19,17,15
523807424,20,9,11,8
523807451,460,222,238,204
523807452,13,8,5,6
523807453,569,271,298,259
523807454,89,35,54,34
523807462,1,1,0,1
523807464,2,1,1,1
523807471,22,10,12,10
523807472,203,100,103,72
523807473,68,37,31,28
523807474,8,4,4,7
523807481,68,34,34,22
523807483,200,88,112,80
523807511,85,47,38,33
523807514,18,9,9,8
523807523,44,24,20,32
523807524,14,7,7,6
523807552,78,36,42,31
523807554,5,3,2,2
523807581,124,58,66,54
523807582,34,17,17,13
523807583,8,3,5,5
523807584,4,2,2,1
523807601,140,47,93,20
523807602,18,9,9,8
523807603,52,27,25,14
523807612,20,11,9,9
523807621,104,48,56,42
523807622,115,51,64,42
523807623,7,3,4,4
523807631,52,25,27,23
523807632,50,27,23,18
523807633,41,18,23,15
523807634,50,25,25,16
523807641,36,23,13,10
523807642,2,1,1,1
523807643,214,99,115,86
523807644,113,57,56,48
523807651,2,1,1,1
523807652,27,14,13,10
523807653,118,60,58,41
523807654,112,54,58,45
523807661,32,15,17,14
523807662,4,1,3,1
523807663,21,10,11,12
523807674,7,2,5,4
523807681,4,3,1,2
523807683,38,17,21,15
523807684,121,57,64,37
523807722,5,2,3,1
523807724,29,13,16,13
523807731,24,11,13,8
523807741,100,44,56,37
523807742,5,2,3,3
523807743,93,44,49,32
523807752,22,13,9,7
523807772,32,16,16,11
523807781,53,27,26,19
523807783,22,10,12,9
523807793,4,2,2,2
523807794,27,11,16,12
523807801,3,2,1,2
523807802,7,3,4,4
523807803,7,4,3,4
523807804,6,4,2,1
523807821,8,4,4,5
523807841,121,55,66,41
523807842,8,4,4,2
523807843,71,33,38,24
523807881,8,4,4,3
523807892,39,19,20,15
523807894,30,15,15,15
523807932,20,11,9,10
523807933,2,1,1,1
523807934,32,16,16,13
523807941,49,24,25,17
523807942,28,16,12,11
523807943,4,1,3,1
523807944,41,18,23,16
523807952,17,8,9,8
523807953,8,3,5,3
523807954,6,3,3,5
523807981,32,19,13,14
523807982,41,19,22,14
523807983,5,2,3,4
523807984,95,46,49,46
523807991,182,88,94,74
523807992,513,250,263,221
523807993,520,247,273,187
523807994,721,350,371,312
523810004,31,15,16,9
523810012,30,18,12,8
523810013,31,13,18,10
523810014,73,38,35,20
523810021,6,4,2,2
523810022,265,118,147,73
523810023,168,80,88,50
523810024,21,11,10,4
523810031,24,13,11,7
523810032,106,53,53,26
523810034,57,26,31,18
523810041,43,24,19,11
523810051,3,1,2,1
523810052,13,13,0,13
523810054,4,1,3,1
523810061,206,105,101,76
523810062,728,404,324,307
523810063,408,206,202,131
523810064,756,367,389,263
523810071,717,391,326,312
523810072,522,260,262,200
523810073,1057,501,556,384
523810074,1439,698,741,495
523810082,15,8,7,4
523810084,29,18,11,6
523810091,164,80,84,43
523810093,69,33,36,19
523810101,483,245,238,207
523810102,124,64,60,40
523810103,1264,609,655,486
523810104,966,546,420,464
523810111,66,36,30,18
523810112,148,68,80,46
523810113,813,428,385,352
523810114,318,162,156,112
523810121,352,172,180,147
523810122,208,107,101,87
523810123,774,408,366,339
523810124,408,231,177,198
523810132,8,3,5,3
523810142,12,7,5,2
523810144,93,47,46,26
523810151,43,26,17,11
523810152,98,47,51,27
523810153,465,215,250,149
523810154,295,137,158,86
523810161,796,412,384,296
523810162,957,449,508,345
523810163,208,104,104,85
523810164,421,206,215,125
523810171,1028,510,518,391
523810172,623,296,327,218
523810173,905,465,440,338
523810174,728,353,375,266
523810181,314,154,160,93
523810182,43,24,19,10
523810183,295,123,172,100
523810184,92,48,44,20
523810193,40,20,20,8
523810194,107,53,54,30
523810201,743,358,385,261
523810202,1043,539,504,443
523810203,1433,725,708,556
523810204,1193,558,635,468
523810211,854,437,417,375
523810212,1423,696,727,560
523810213,1226,582,644,462
523810214,1172,575,597,441
523810221,1068,571,497,441
523810222,466,253,213,203
523810223,1375,709,666,570
523810224,738,368,370,248
523810233,73,38,35,26
523810234,98,48,50,42
523810243,105,44,61,37
523810244,58,34,24,17
523810251,143,82,61,29
523810252,17,10,7,6
523810253,27,11,16,9
523810254,200,80,120,33
523810261,8,4,4,3
523810262,115,64,51,55
523810263,10,4,6,3
523810264,2,0,2,1
523810271,859,435,424,294
523810272,210,110,100,62
523810273,252,130,122,96
523810274,181,77,104,36
523810281,136,66,70,37
523810282,272,138,134,78
523810283,60,25,35,19
523810284,352,177,175,108
523810291,50,25,25,17
523810293,92,44,48,24
523810294,56,28,28,19
523810301,1432,726,706,547
523810302,1478,709,769,539
523810303,1259,623,636,463
523810304,1134,561,573,454
523810311,555,275,280,215
523810312,844,411,433,289
523810313,1303,688,615,579
523810314,1251,610,641,432
523810321,1013,518,495,343
523810322,738,366,372,247
523810323,996,492,504,339
523810324,581,314,267,244
523810331,259,143,116,107
523810332,44,21,23,15
523810333,559,244,315,183
523810334,227,102,125,84
523810341,4,2,2,1
523810343,234,118,116,70
523810344,241,123,118,69
523810352,3,1,2,2
523810353,85,44,41,25
523810361,63,35,28,17
523810363,57,28,29,16
523810382,159,75,84,42
523810383,18,9,9,4
523810384,180,100,80,47
523810391,120,60,60,34
523810392,13,6,7,4
523810393,87,42,45,30
523810394,41,21,20,11
523810401,61,29,32,20
523810402,575,292,283,209
523810403,26,12,14,9
523810404,326,153,173,113
523810411,282,137,145,85
523810412,551,272,279,185
523810413,473,245,228,189
523810414,261,132,129,75
523810421,982,480,502,354
523810422,226,120,106,84
523810423,1205,595,610,432
523810424,432,216,216,142
523810431,69,37,32,20
523810432,173,80,93,52
523810433,57,28,29,20
523810434,32,16,16,9
523810441,223,107,116,66
523810442,154,74,80,50
523810443,66,32,34,15
523810444,70,40,30,16
523810451,314,152,162,90
523810452,93,45,48,29
523810453,66,30,36,16
523810454,207,95,112,65
523810461,5,2,3,1
523810462,52,27,25,15
523810463,120,62,58,36
523810464,6,3,3,3
523810472,19,9,10,5
523810474,35,17,18,10
523810481,85,38,47,22
523810482,108,58,50,25
523810483,109,59,50,27
523810484,38,17,21,9
523810492,16,8,8,3
523810494,15,10,5,4
523810501,37,19,18,8
523810502,489,248,241,153
523810503,25,14,11,6
523810504,216,110,106,82
523810511,520,264,256,192
523810512,348,188,160,112
523810513,156,69,87,54
523810514,128,56,72,39
523810521,226,108,118,62
523810522,60,25,35,15
523810523,229,120,109,68
523810524,99,42,57,28
523810532,41,17,24,13
523810533,104,45,59,25
523810534,17,8,9,6
523810541,49,25,24,13
523810542,76,33,43,21
523810551,69,33,36,20
523810552,95,45,50,25
523810554,68,35,33,20
523810561,22,11,11,5
523810562,71,33,38,17
523810563,39,22,17,11
523810572,26,15,11,7
523810574,6,3,3,4
523810581,24,10,14,6
523810582,33,16,17,12
523810584,24,12,12,8
523810592,34,18,16,10
523810594,42,23,19,9
523810601,122,59,63,35
523810602,315,156,159,83
523810603,158,77,81,44
523810604,527,268,259,155
523810611,244,123,121,73
523810612,34,18,16,13
523810613,59,32,27,24
523810614,142,71,71,35
523810621,98,44,54,24
523810622,224,109,115,62
523810623,32,16,16,9
523810624,429,214,215,124
523810631,83,41,42,22
523810633,59,31,28,18
523810644,23,10,13,5
523810651,4,1,3,2
523810652,101,50,51,27
523810653,15,9,6,4
523810654,228,112,116,60
523810661,230,113,117,76
523810663,138,79,59,44
523810684,35,22,13,9
523810691,7,4,3,1
523810692,44,21,23,13
523810693,41,22,19,14
523810694,147,79,68,37
523810701,119,55,64,33
523810702,148,77,71,40
523810704,115,55,60,30
523810711,249,121,128,73
523810712,103,50,53,28
523810713,182,97,85,52
523810714,17,10,7,6
523810721,105,54,51,29
523810722,60,28,32,20
523810723,171,83,88,66
523810724,214,104,110,68
523810731,56,28,28,15
523810733,6,4,2,2
523810744,15,7,8,4
523810751,45,20,25,10
523810752,53,26,27,12
523810753,76,40,36,19
523810763,7,5,2,1
523810771,28,12,16,6
523810773,21,9,12,7
523810774,22,11,11,5
523810782,6,3,3,2
523810791,72,32,40,16
523810792,10,4,6,2
523810793,18,11,7,6
523810794,20,10,10,6
523810802,22,11,11,6
523810811,113,59,54,31
523810812,252,80,172,27
523810813,102,50,52,27
523810814,45,22,23,12
523810821,23,8,15,8
523810822,184,87,97,52
523810823,25,12,13,8
523810824,163,89,74,55
523810833,81,45,36,44
523810842,15,9,6,5
523810843,3,2,1,2
523810844,13,8,5,5
523810851,33,15,18,9
523810852,9,5,4,2
523810854,30,12,18,9
523810861,7,4,3,3
523810862,5,2,3,2
523810863,4,2,2,2
523810864,6,2,4,2
523810871,16,7,9,4
523810872,16,11,5,4
523810873,17,8,9,6
523810874,28,13,15,8
523810881,5,3,2,2
523810882,150,73,77,40
523810883,65,32,33,17
523810884,5,1,4,1
523810891,7,4,3,2
523810892,238,111,127,91
523810894,56,28,28,17
523810903,1,0,1,1
523810911,49,26,23,15
523810914,23,11,12,5
523810921,31,14,17,11
523810922,50,24,26,16
523810923,8,3,5,3
523810924,29,13,16,7
523810931,38,16,22,12
523810932,14,7,7,3
523810933,14,7,7,7
523810941,2,1,1,2
523810952,67,32,35,17
523810964,15,9,6,3
523810971,1,1,0,1
523810972,24,12,12,5
523810973,19,8,11,4
523810974,35,21,14,7
523810981,12,5,7,3
523810992,317,160,157,97
523810994,647,320,327,200
523811001,28,14,14,7
523811002,123,57,66,28
523811003,6,3,3,1
523811004,97,48,49,28
523811013,33,16,17,7
523811014,24,14,10,5
523811024,26,11,15,8
523811031,58,27,31,15
523811032,42,25,17,10
523811033,8,4,4,2
523811042,70,34,36,22
523811044,73,36,37,18
523811051,53,32,21,12
523811052,172,85,87,52
523811053,162,79,83,50
523811054,62,31,31,19
523811061,109,59,50,29
523811062,20,7,13,6
523811063,110,59,51,30
